word;gender;definition;link;correct_tally;incorrect_tally
trottoir;m;Anglais : sidewalk (en), pavement (en) (surtout britannique  aux États-Unis il a le sens de « pavé ») ;https://fr.wiktionary.org/wiki/trottoir;0;0
Noël;m;Anglais : Christmas (en), Xmas (en), Yule (en), Noel (en) ;https://fr.wiktionary.org/wiki/No%C3%ABl;0;0
boule;f;Anglais : ball (en) bowls (en), boules (en) ball (en) ball (en) bowl (en) ;https://fr.wiktionary.org/wiki/boule;0;0
cadeau;m;Anglais : present (en), gift (en), donation (en) ;https://fr.wiktionary.org/wiki/cadeau;0;0
canne à pêche;f;Anglais : fishing rod (en) ;https://fr.wiktionary.org/wiki/canne_%C3%A0_p%C3%AAche;0;0
chance;f;Anglais : chance (en), likelihood (en), luck (en) luck (en) chance (en) ;https://fr.wiktionary.org/wiki/chance;0;0
guirlande;f;Anglais : garland (en), festoon (en), wreath (en) ;https://fr.wiktionary.org/wiki/guirlande;0;0
humeur;f;Anglais : humour (en) (Royaume-Uni) ou humor (en) (États-Unis), mood (en) temper (en), temperament (en)  bad temper ;https://fr.wiktionary.org/wiki/humeur;0;0
papillon;m;Anglais : butterfly (en) butterfly stroke (en), butterfly (en), fly (en) post-it note (en), stick note (en) parking ticket (en) ;https://fr.wiktionary.org/wiki/papillon;0;0
spectacle;m;Anglais : spectacle (en) show (en) spectacle (en) ;https://fr.wiktionary.org/wiki/spectacle;0;0
surprise;f;Anglais : surprise (en) surprise (en) surprise (en) surprise (en) ;https://fr.wiktionary.org/wiki/surprise;0;0
trou;m;Anglais : hole (en) hole (en) blank (en) (mémoire), brain fart (en) (mémoire) (Vulgaire), hole (en) (comptabilité) Hicksville (en) (États-Unis), backwater (en) (Royaume-Uni) hole (en) hole (en) trull (en) ;https://fr.wiktionary.org/wiki/trou;0;0
visage;m;Anglais : face (en), countenance (en), mug (en) ;https://fr.wiktionary.org/wiki/visage;0;0
âge;m;Anglais : age (en) ;https://fr.wiktionary.org/wiki/%C3%A2ge;0;0
an;m;Anglais : year (en) year old (en), -year-old (en) ;https://fr.wiktionary.org/wiki/an;0;0
année;f;Anglais : year (en) -s (en) ;https://fr.wiktionary.org/wiki/ann%C3%A9e;0;0
après-midi;m;Anglais : afternoon (en) p.m. (en), pm (en) ;https://fr.wiktionary.org/wiki/apr%C3%A8s-midi;0;0
calendrier;m;Anglais : calendar (en)  timeline (en) calendar (en) ;https://fr.wiktionary.org/wiki/calendrier;0;0
début;m;Anglais : beginning (en), commencement (en), start (en) ;https://fr.wiktionary.org/wiki/d%C3%A9but;0;0
dimanche;m;Anglais : Sunday (en) on Sunday (en) ;https://fr.wiktionary.org/wiki/dimanche;0;0
été;m;Anglais : summer (en) ;https://fr.wiktionary.org/wiki/%C3%A9t%C3%A9;0;0
étoile;f;Anglais : star (en) star (en) ;https://fr.wiktionary.org/wiki/%C3%A9toile;0;0
fin;f;Anglais : end (en), The End (en) (d'une histoire ou d'un film) end (en) fine (en) fine (en) fine (en) (fine wine) final (en) (final word), far (en) fine (en) fine (en) fine (en) fine (en) ;https://fr.wiktionary.org/wiki/fin;0;0
heure des mamans;f;Anglais : ;https://fr.wiktionary.org/wiki/heure_des_mamans;0;0
heure;f;Anglais : hour (en) o’clock (en) hours (en) time (en), hour (en) ;https://fr.wiktionary.org/wiki/heure;0;0
hiver;m;Anglais : winter (en) ;https://fr.wiktionary.org/wiki/hiver;0;0
horloge;f;Anglais : clock (en) ;https://fr.wiktionary.org/wiki/horloge;0;0
jeudi;m;Anglais : Thursday (en) on Thursday (en) ;https://fr.wiktionary.org/wiki/jeudi;0;0
jour;m;Anglais : day (en) day (en) day (en) day (en) aperture (en) ;https://fr.wiktionary.org/wiki/jour;0;0
journée;f;Anglais : day (en) ;https://fr.wiktionary.org/wiki/journ%C3%A9e;0;0
lumière;f;Anglais : light (en) light (en) light (en) ;https://fr.wiktionary.org/wiki/lumi%C3%A8re;0;0
lundi;m;Anglais : Monday (en) on Monday (en) ;https://fr.wiktionary.org/wiki/lundi;0;0
lune;f;Anglais : moon (en) ;https://fr.wiktionary.org/wiki/lune;0;0
mardi;m;Anglais : Tuesday (en) on Tuesday (en) ;https://fr.wiktionary.org/wiki/mardi;0;0
matin;m;Anglais : morning (en) a.m. (en) ;https://fr.wiktionary.org/wiki/matin;0;0
mercredi;m;Anglais : Wednesday (en) on Wednesday (en) ;https://fr.wiktionary.org/wiki/mercredi;0;0
midi;m;Anglais : noon (en), midday (en), noontime (en) ;https://fr.wiktionary.org/wiki/midi;0;0
minuit;m;Anglais : midnight (en) ;https://fr.wiktionary.org/wiki/minuit;0;0
minute;f;Anglais : minute (en) minute (en) minute (en) minute (en) ;https://fr.wiktionary.org/wiki/minute;0;0
mois;m;Anglais : month (en) ;https://fr.wiktionary.org/wiki/mois;0;0
moment;m;Anglais : instant (en), moment (en), time (en) ;https://fr.wiktionary.org/wiki/moment;0;0
montre;f;Anglais : show (en) watch (en), wristwatch (en) ;https://fr.wiktionary.org/wiki/montre;0;0
nuit;f;Anglais : night (en) darkness (en) ;https://fr.wiktionary.org/wiki/nuit;0;0
ombre;f;Anglais : shadow (en)  shade (en), umbra (en) grayling (en) ;https://fr.wiktionary.org/wiki/ombre;0;0
pendule;m;Anglais : pendulum (en) (1), swing (en) grandfather clock (en) ;https://fr.wiktionary.org/wiki/pendule;0;0
retour;m;Anglais : return (en) return (en) ;https://fr.wiktionary.org/wiki/retour;0;0
réveil;m;Anglais : waking up (en) reveille (en) alarm clock (en) ;https://fr.wiktionary.org/wiki/r%C3%A9veil;0;0
saison;f;Anglais : season (en) ;https://fr.wiktionary.org/wiki/saison;0;0
samedi;m;Anglais : Saturday (en) on Saturday (en) ;https://fr.wiktionary.org/wiki/samedi;0;0
semaine;f;Anglais : week (en) week (en) week (en) week (en) weekly wage (en) week (en) septet (en) ;https://fr.wiktionary.org/wiki/semaine;0;0
soir;m;Anglais : evening (en) p.m. (en) ;https://fr.wiktionary.org/wiki/soir;0;0
soleil;m;Anglais : sun (en) ;https://fr.wiktionary.org/wiki/soleil;0;0
temps;m;Anglais : time (en), while (en), period (en), tide (en) (désuet sauf en liturgie) tense (en) weather (en) ;https://fr.wiktionary.org/wiki/temps;0;0
univers;m;Anglais : universe (en) ;https://fr.wiktionary.org/wiki/univers;0;0
vacances;f;Anglais : holiday (en), vacation (en) ;https://fr.wiktionary.org/wiki/vacance;0;0
vendredi;m;Anglais : Friday (en) on Friday (en) ;https://fr.wiktionary.org/wiki/vendredi;0;0
air;m;Anglais : air (en) air (en), atmosphere (en) air (en) air (en), wind (en) air (en), gas (en) air (en) air (en), appearance (en), look (en), mien (en) air (en), melody (en) ;https://fr.wiktionary.org/wiki/air;0;0
arc-en-ciel;m;Anglais : rainbow (en) rainbow (en) ;https://fr.wiktionary.org/wiki/arc-en-ciel;0;0
brouillard;m;Anglais : fog (en), mist (en) ;https://fr.wiktionary.org/wiki/brouillard;0;0
ciel;m;Anglais : sky (en) heaven (en) heaven (en) sky (en) ;https://fr.wiktionary.org/wiki/ciel;0;0
éclair;m;Anglais : lightning (en), flash of lightning (en) flash (en) flash (en) eclair (en) lightning-fast (en) ;https://fr.wiktionary.org/wiki/%C3%A9clair;0;0
flocon;m;Anglais : flake (en), flock (en) ;https://fr.wiktionary.org/wiki/flocon;0;0
goutte;f;Anglais : drop (en) drop (en) drop (en) drop (en) drop (en) gout (en) ;https://fr.wiktionary.org/wiki/goutte;0;0
hirondelle;f;Anglais : swallow (en) ;https://fr.wiktionary.org/wiki/hirondelle;0;0
luge;f;Anglais : sled (en) (1), luge (en) (2), sledge (en) ;https://fr.wiktionary.org/wiki/luge;0;0
neige;f;Anglais : snow (en) ;https://fr.wiktionary.org/wiki/neige;0;0
nuage;m;Anglais : cloud (en) cloud (en) ;https://fr.wiktionary.org/wiki/nuage;0;0
orage;m;Anglais : storm (en) thunderstorm (en), tempest (en), gale (en) ;https://fr.wiktionary.org/wiki/orage;0;0
ouragan;m;Anglais : hurricane (en) ;https://fr.wiktionary.org/wiki/ouragan;0;0
parapluie;m;Anglais : umbrella (en) ;https://fr.wiktionary.org/wiki/parapluie;0;0
parasol;m;Anglais : umbrella (en), parasol (en), sunshade (en) ;https://fr.wiktionary.org/wiki/parasol;0;0
ski;m;Anglais : ski (en) skiing (en) ;https://fr.wiktionary.org/wiki/ski;0;0
tempête;f;Anglais : storm (en), tempest (en), gale (en) ;https://fr.wiktionary.org/wiki/temp%C3%AAte;0;0
thermomètre;m;Anglais : thermometer (en) ;https://fr.wiktionary.org/wiki/thermom%C3%A8tre;0;0
tonnerre;m;Anglais : thunder (en) ;https://fr.wiktionary.org/wiki/tonnerre;0;0
traîneau;m;Anglais : sledge (en)  sled (en) ;https://fr.wiktionary.org/wiki/tra%C3%AEneau;0;0
vent;m;Anglais : wind (en), hot air (en) (8) wind (en) ;https://fr.wiktionary.org/wiki/vent;0;0
balai;m;Anglais : broom (en), besom (en), broomstick (en) (principalement dans le sens magique) brush (en) ;https://fr.wiktionary.org/wiki/balai;0;0
biscuit;m;Anglais : bisque (en)  biscuit (en) biscuit (en), cookie (en) ;https://fr.wiktionary.org/wiki/biscuit;0;0
boisson;f;Anglais : drink (en),beverage (en) ;https://fr.wiktionary.org/wiki/boisson;0;0
bol;m;Anglais : bole (en) bolus (en) bowl (en), pelvis (en), basin (en), reservoir (en), pool (en) joss (en) ;https://fr.wiktionary.org/wiki/bol;0;0
bonbon;m;Anglais : bonbon (en), sweet (en), candy (en) honey pot (en) sugar lumps (en) ;https://fr.wiktionary.org/wiki/bonbon;0;0
céréale;f;Anglais : cereal (en) ;https://fr.wiktionary.org/wiki/c%C3%A9r%C3%A9ale;0;0
confiture;f;Anglais : jam (en), preserve (en) ;https://fr.wiktionary.org/wiki/confiture;0;0
coquetier;m;Anglais : egg cup (en), eggcup (en) ;https://fr.wiktionary.org/wiki/coquetier;0;0
couteau;m;Anglais : knife (en) razor shell (en) ;https://fr.wiktionary.org/wiki/couteau;0;0
couvercle;m;Anglais : lid (en) (pour une casserole, une boîte, un bocal), cap (en), top (en) (pour un aérosol), cover (en) (pour un piston) ;https://fr.wiktionary.org/wiki/couvercle;0;0
couvert;m;Anglais : covered (en) overcast (en) tableware (en) place setting (en) silverware (en) (Populaire), cutlery (en) ;https://fr.wiktionary.org/wiki/couvert;0;0
cuisine;f;Anglais : kitchen (en) cooking (en) cooking (en), cookery (en) (Soutenu) cuisine (en) ;https://fr.wiktionary.org/wiki/cuisine;0;0
cuisinière;f;Anglais : cook (en), cookeress (en), cookess (en) stove (en), range (en), cooker (en) ;https://fr.wiktionary.org/wiki/cuisini%C3%A8re;0;0
désordre;m;Anglais : disorder (en) (1,6), confusion (en) (2), disarray (en) (4), chaos (en) ;https://fr.wiktionary.org/wiki/d%C3%A9sordre;0;0
dînette;f;Anglais : ;https://fr.wiktionary.org/wiki/d%C3%AEnette;0;0
éponge;f;Anglais : sponge (en) sponge (en) ;https://fr.wiktionary.org/wiki/%C3%A9ponge;0;0
évier;m;Anglais : sink (en), kitchen sink (en) ;https://fr.wiktionary.org/wiki/%C3%A9vier;0;0
fourchette;f;Anglais : fork (en) range (en), frame (en) frog (en) wishbone (en) ;https://fr.wiktionary.org/wiki/fourchette;0;0
lait;m;Anglais : milk (en) milk (en) ;https://fr.wiktionary.org/wiki/lait;0;0
lave-linge;m;Anglais : ;https://fr.wiktionary.org/wiki/lave-linge;0;0
lessive;f;Anglais : lye (en) wash (en), washing (en) laundry (en) washing powder (en), detergent (en) housecleaning (en) ;https://fr.wiktionary.org/wiki/lessive;0;0
machine;f;Anglais : machine (en) machine (en) engine (en) (Carnot engine, train engine), machine (en) machine (en) ;https://fr.wiktionary.org/wiki/machine;0;0
nappe;f;Anglais : tablecloth (en) ground water (en) ;https://fr.wiktionary.org/wiki/nappe;0;0
pain;m;Anglais : bread (en) loaf (en) ;https://fr.wiktionary.org/wiki/pain;0;0
pile;f;Anglais : stack (en) (relativement ordonné), pile (en) (relativement désordonné) battery (en), cell (en) pier (en) stack (en) tails (en) exactly (en), sharp (en) ;https://fr.wiktionary.org/wiki/pile;0;0
plat;m;Anglais : flat (en), even (en), level (en), smooth (en) straight (en) flat (en) dish (en) course (en) dish (en), platter (en), plate (en), course (en) ;https://fr.wiktionary.org/wiki/plat;0;0
plateau;m;Anglais : tray (en) tray (en) stage (en) plateau (en) board (en) open space (en) ;https://fr.wiktionary.org/wiki/plateau;0;0
poêle;f;Anglais : pan (en), frying pan (en) stove (en) pall (en) ;https://fr.wiktionary.org/wiki/po%C3%AAle;0;0
réfrigérateur;m;Anglais : refrigerator (en), fridge (en) ;https://fr.wiktionary.org/wiki/r%C3%A9frig%C3%A9rateur;0;0
repas;m;Anglais : meal (en) ;https://fr.wiktionary.org/wiki/repas;0;0
tartine;f;Anglais :  : slice of buttered bread (ou bread with chocolate, bread with jam, etc.) ;https://fr.wiktionary.org/wiki/tartine;0;0
torchon;m;Anglais : dishcloth (en), dust-rag (en), duster (en), dish towel (en) (Etats-Unis), dish cloth (en) rag (en) ;https://fr.wiktionary.org/wiki/torchon;0;0
vaisselle;f;Anglais : crockery (en) dishes (en), washing-up (en) ;https://fr.wiktionary.org/wiki/vaisselle;0;0
argent;m;Anglais : silver (en) money (en) silver (en) ;https://fr.wiktionary.org/wiki/argent;0;0
aspirateur;m;Anglais : vacuum cleaner (en) ;https://fr.wiktionary.org/wiki/aspirateur;0;0
bague;f;Anglais : ring (en) ;https://fr.wiktionary.org/wiki/bague;0;0
barrette;f;Anglais : barrette (en), hairslide (en) concrete wall unit (en) batten plate (en), stay plate (en) biretta (en) ;https://fr.wiktionary.org/wiki/barrette;0;0
bijou;m;Anglais : jewel (en), gem (en) ;https://fr.wiktionary.org/wiki/bijou;0;0
bracelet;m;Anglais : bracelet (en), bangle (en), collet (en), wristlet (en) ;https://fr.wiktionary.org/wiki/bracelet;0;0
brosse;f;Anglais : brush (en), eraser (en) (brosse à tableau noir) ;https://fr.wiktionary.org/wiki/brosse;0;0
cadre;m;Anglais : frame (en) frame (en) frame (en) framework (en) cadre (en) executive (en), manager (en) frame (en) frame (en) stirrup (en), tie (en) frame (en) ;https://fr.wiktionary.org/wiki/cadre;0;0
canapé;m;Anglais : sofa (en), couch (en), settee (en) canape (en), canapé (en) ;https://fr.wiktionary.org/wiki/canap%C3%A9;0;0
chambre;f;Anglais : room (en) (hotel room, dormitory room) bedroom (en) chamber (en), house (en) chamber (en) ward (en) ;https://fr.wiktionary.org/wiki/chambre;0;0
cheveu;m;Anglais : hair (en) ;https://fr.wiktionary.org/wiki/cheveu;0;0
chiffon;m;Anglais : rag (en), cloth (en), scrap (en), shred (en) chiffon (en) ;https://fr.wiktionary.org/wiki/chiffon;0;0
cil;m;Anglais : eyelash (en) cilium (en) ;https://fr.wiktionary.org/wiki/cil;0;0
coffre;m;Anglais : coffer (en), box (en), chest (en), trunk (en) trunk (en) (US), boot (en) (UK) chest (en) safe (en) ;https://fr.wiktionary.org/wiki/coffre;0;0
coffret;m;Anglais : box (en), case (en), tin (en), cassette (en) ;https://fr.wiktionary.org/wiki/coffret;0;0
collier;m;Anglais : necklace (en) collar (en) collar (en) ;https://fr.wiktionary.org/wiki/collier;0;0
couette;f;Anglais : duvet (en) (Grande-Bretagne), comforter (en) (USA. Also: Bedding ~), eiderdown (en) pigtail (en), nagel wing (en), bunch (en), plait (en), braid (en), ponytail (en) quillback (en) ;https://fr.wiktionary.org/wiki/couette;0;0
coussin;m;Anglais : cushion (en), pillow (en), squab (en) cushion (en), pillow (en) ;https://fr.wiktionary.org/wiki/coussin;0;0
couverture;f;Anglais : blanket (en) cover (en) (book) cover (en), jacket (en) roofing (en) coverage (en) cover (en) cover (en) ground cover (en) coverage (en) ;https://fr.wiktionary.org/wiki/couverture;0;0
dent;f;Anglais : tooth (en) singulier, teeth (en) pluriel, cog (en), prong (en) tooth (en), sawtooth (en) tooth (en) ;https://fr.wiktionary.org/wiki/dent;0;0
dentifrice;m;Anglais : toothpaste (en), dentifrice (en) ;https://fr.wiktionary.org/wiki/dentifrice;0;0
drap;m;Anglais : sheet (en), bedclothes (en) pluriel, bedding (en), bed sheet (en) ;https://fr.wiktionary.org/wiki/drap;0;0
fauteuil;m;Anglais : armchair (en), chair (en), easy chair (en) ;https://fr.wiktionary.org/wiki/fauteuil;0;0
fer à repasser;m;Anglais : flatiron (en), iron (en), clothes iron (en) ;https://fr.wiktionary.org/wiki/fer_%C3%A0_repasser;0;0
frange;f;Anglais : fringe (en) fringe (en) fringe (en) forelock (en), bangs (en) ;https://fr.wiktionary.org/wiki/frange;0;0
glace;f;Anglais : ice (en) mirror (en) ice cream (en) ;https://fr.wiktionary.org/wiki/glace;0;0
lampe;f;Anglais : lamp (en) ;https://fr.wiktionary.org/wiki/lampe;0;0
ménage;m;Anglais : housekeeping (en) furnishings (en) housework (en), housecleaning (en) household (en) household (en) household (en) ;https://fr.wiktionary.org/wiki/m%C3%A9nage;0;0
or;i;Anglais : gold (en) gold (en) gold (en) now (en), yet (en), however (en), but now (en) ;https://fr.wiktionary.org/wiki/or;0;0
oreiller;m;Anglais : pillow (en) ;https://fr.wiktionary.org/wiki/oreiller;0;0
parfum;m;Anglais : smell (en), flavor (en) perfume (en) ;https://fr.wiktionary.org/wiki/parfum;0;0
peigne;m;Anglais : comb (en) comb (en) ;https://fr.wiktionary.org/wiki/peigne;0;0
pouf;m;Anglais : stool (en), footstool (en), tuffet (en), pouffe (en), hassock (en), ottoman (en) ;https://fr.wiktionary.org/wiki/pouf;0;0
poupée;f;Anglais : doll (en) ;https://fr.wiktionary.org/wiki/poup%C3%A9e;0;0
poussette;f;Anglais : stroller (en) (États-Unis), pushchair (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/poussette;0;0
poussière;f;Anglais : dust (en) ;https://fr.wiktionary.org/wiki/poussi%C3%A8re;0;0
shampoing;m;Anglais : ;https://fr.wiktionary.org/wiki/shampoing;0;0
sourcil;m;Anglais : eyebrow (en) ;https://fr.wiktionary.org/wiki/sourcil;0;0
trésor;m;Anglais : treasure (en), treasury (en) (lieu) ;https://fr.wiktionary.org/wiki/tr%C3%A9sor;0;0
tube;m;Anglais : pipe (en), tube (en) stick (en), tube (en) hit (en) pipeline (en) pipe (en) ;https://fr.wiktionary.org/wiki/tube;0;0
vase;f;Anglais : silt (en), mud (en), ooze (en), sediment (en) vase (en) drain (en) ;https://fr.wiktionary.org/wiki/vase;0;0
adulte;m;Anglais : adult (en), grown-up (en) adult (en) (1-2) full-grown (en) ;https://fr.wiktionary.org/wiki/adulte;0;0
amour;m;Anglais : love (en), affection (en) love (en) flirt (en) ;https://fr.wiktionary.org/wiki/amour;0;0
baiser;m;Anglais : kiss (en) kiss (en) make love (en), have sex (en) (Courant), fuck (en) (Vulgaire) screw over (en) (Vulgaire), fuck over (en) screw (en) ;https://fr.wiktionary.org/wiki/baiser;0;0
bavoir;m;Anglais : bib (en) ;https://fr.wiktionary.org/wiki/bavoir;0;0
biberon;m;Anglais : bottle (en), baby bottle (en), feeding-bottle (en) ;https://fr.wiktionary.org/wiki/biberon;0;0
bisou;m;Anglais : kiss (en) ;https://fr.wiktionary.org/wiki/bisou;0;0
caprice;m;Anglais : caprice (en) (1, 2, 4, 5), whim (en), vagary (en) (4) ;https://fr.wiktionary.org/wiki/caprice;0;0
cimetière;m;Anglais : cemetery (en), graveyard (en), boneyard (en) (Informel) ;https://fr.wiktionary.org/wiki/cimeti%C3%A8re;0;0
cousin;m;Anglais : cousin (en) crane fly (en), (Royaume-Uni) daddy longlegs (en), (États-Unis) mosquito hawk (en), gollywhopper (en) ;https://fr.wiktionary.org/wiki/cousin;0;0
cousine;f;Anglais : cousin (en) ;https://fr.wiktionary.org/wiki/cousine;0;0
crèche;f;Anglais : manger (en) manger (en) manger (en) nativity scene (en),crèche (en), crib (en) (Royaume-Uni) nursery (en), crèche (en) ou creche (en) (Royaume-Uni)  daycare center (en) ;https://fr.wiktionary.org/wiki/cr%C3%A8che;0;0
fils;m;Anglais : son (en) ;https://fr.wiktionary.org/wiki/fils;0;0
frère;m;Anglais : brother (en) brother (en) friar (en) sister (en) ;https://fr.wiktionary.org/wiki/fr%C3%A8re;0;0
grand-parent;m;Anglais : grandparent (en) ;https://fr.wiktionary.org/wiki/grand-parent;0;0
homme;m;Anglais : man (en), human (en), human being (en), men (en) pluriel man (en), men (en) pluriel husband (en) man (en) ;https://fr.wiktionary.org/wiki/homme;0;0
femme;f;Anglais : woman (en), women (en) pluriel wife (en) ;https://fr.wiktionary.org/wiki/femme;0;0
jumeau;m;Anglais : twin (en) twin (en) ;https://fr.wiktionary.org/wiki/jumeau;0;0
maman;f;Anglais : mummy (en) (Royaume-Uni)  mommy (en) (États-Unis) ;https://fr.wiktionary.org/wiki/maman;0;0
mari;m;Anglais : husband (en), mate (en), spouse (en) ;https://fr.wiktionary.org/wiki/mari;0;0
mariage;m;Anglais : marriage (en), matrimony (en), wedlock (en), wedding (en) ;https://fr.wiktionary.org/wiki/mariage;0;0
mère;f;Anglais : mother (en) mother (en) mother (en) ;https://fr.wiktionary.org/wiki/m%C3%A8re;0;0
papa;m;Anglais : dad (en), daddy (en), pop (en) ;https://fr.wiktionary.org/wiki/papa;0;0
parent;m;Anglais : parents (en) parent (en) parents (en), forefathers (en), forebearers (en) relative (en), relation (en), kinsman (en) (Vieilli), kin (en) (Vieilli), kith (en) féminin (Vieilli) akin (en), related (en) ;https://fr.wiktionary.org/wiki/parent;0;0
père;m;Anglais : father (en) father (en) father (en), ancestor (en) father (en) ;https://fr.wiktionary.org/wiki/p%C3%A8re;0;0
petit-enfant;m;Anglais : grandchild (en) ;https://fr.wiktionary.org/wiki/petit-enfant;0;0
petit-fils;m;Anglais : grandson (en) ;https://fr.wiktionary.org/wiki/petit-fils;0;0
petite-fille;f;Anglais : granddaughter (en) ;https://fr.wiktionary.org/wiki/petite-fille;0;0
rasoir;i;Anglais : razor (en) sabrefish (en) ;https://fr.wiktionary.org/wiki/rasoir;0;0
sœur;f;Anglais : sister (en) sister (en) sister (en) sister (en) ;https://fr.wiktionary.org/wiki/s%C5%93ur;0;0
ambulance;f;Anglais : ambulance (en) ;https://fr.wiktionary.org/wiki/ambulance;0;0
bosse;f;Anglais : bump (en), lump (en) hump (en) hump (en) bulge (en) (4)  hump (en) (2, 3), swelling (en), knob (en), knot (en), protuberance (en), lump (en), gnarl (en), dent (en) ;https://fr.wiktionary.org/wiki/bosse;0;0
champignon;m;Anglais : fungus (en) mushroom (en) (1 comestible ou vénéneux), toadstool (en) (1 vénéneux)  mold (en) (États-Unis) ou mould (en) (Royaume-Uni) (2: (Par extension)) mushroom (en) ;https://fr.wiktionary.org/wiki/champignon;0;0
dentiste;m;Anglais : dentist (en) ;https://fr.wiktionary.org/wiki/dentiste;0;0
docteur;m;Anglais : Ph.D. (en) doctor (en), physician (en) doctor (en) ;https://fr.wiktionary.org/wiki/docteur;0;0
fièvre;f;Anglais : fever (en), ague (en) ;https://fr.wiktionary.org/wiki/fi%C3%A8vre;0;0
front;m;Anglais : forehead (en) effrontery (en) front (en), frontage (en) battlefront (en), front (en) front (en) ;https://fr.wiktionary.org/wiki/front;0;0
gorge;f;Anglais : throat (en) chest (en) (par exemple, flat-chested), bosom (en), breasts (en) gorge (en) ;https://fr.wiktionary.org/wiki/gorge;0;0
infirmier;m;Anglais : nurse (en) ;https://fr.wiktionary.org/wiki/infirmier;0;0
infirmière;f;Anglais : nurse (en) ;https://fr.wiktionary.org/wiki/infirmi%C3%A8re;0;0
jambe;f;Anglais : leg (en), shank (en) leg (en) ;https://fr.wiktionary.org/wiki/jambe;0;0
larme;f;Anglais : tear (en) drop (en) ;https://fr.wiktionary.org/wiki/larme;0;0
médecin;m;Anglais : doctor (en), physician (en), medic (en) ;https://fr.wiktionary.org/wiki/m%C3%A9decin;0;0
menton;m;Anglais : chin (en) ;https://fr.wiktionary.org/wiki/menton;0;0
ordonnance;f;Anglais : order (en), fine (en) (Administration) ordinance (en) order (en), prescription (en) ((Médecine), orders (en) ((Médecine) (doctor's orders = ordonnance du médecin), recipe (en) ;https://fr.wiktionary.org/wiki/ordonnance;0;0
pansement;m;Anglais : bandage (en), sticking plaster (en) ;https://fr.wiktionary.org/wiki/pansement;0;0
peau;f;Anglais : skin (en) pelt (en), hide (en) skin (en), peel (en) ;https://fr.wiktionary.org/wiki/peau;0;0
piqûre;f;Anglais : sting (en), shot (en) (Familier) (États-Unis), jab (en) (Familier) (Royaume-Uni), injection (en) (plus soutenu) ;https://fr.wiktionary.org/wiki/piq%C3%BBre;0;0
poison;m;Anglais : poison (en) poison (en) ;https://fr.wiktionary.org/wiki/poison;0;0
sang;m;Anglais : blood (en) ;https://fr.wiktionary.org/wiki/sang;0;0
santé;f;Anglais : health (en) health (en) ;https://fr.wiktionary.org/wiki/sant%C3%A9;0;0
squelette;m;Anglais : skeleton (en) ;https://fr.wiktionary.org/wiki/squelette;0;0
araignée;f;Anglais : spider (en) ;https://fr.wiktionary.org/wiki/araign%C3%A9e;0;0
brouette;f;Anglais : wheelbarrow (en) ;https://fr.wiktionary.org/wiki/brouette;0;0
chenille;f;Anglais : caterpillar (en) caterpillar (en), larva (en) continuous track (en), caterpillar track (en), tank tread (en) whirligig (en) ;https://fr.wiktionary.org/wiki/chenille;0;0
coccinelle;f;Anglais : ladybird (en), ladybug (en), lady beetle (en), coccinellid (en) ;https://fr.wiktionary.org/wiki/coccinelle;0;0
fourmi;f;Anglais : ant (en), (Archaïsme) emmet (en), (Royaume-Uni) pismire (en) ;https://fr.wiktionary.org/wiki/fourmi;0;0
jonquille;f;Anglais : daffodil (en), jonquil (en) (Plus rare) daffodil yellow (en), jonquil (en) daffodil yellow (en), jonquil (en) ;https://fr.wiktionary.org/wiki/jonquille;0;0
lézard;m;Anglais : lizard (en) ;https://fr.wiktionary.org/wiki/l%C3%A9zard;0;0
pâquerette;f;Anglais : daisy (en), lawn-daisy (en) ;https://fr.wiktionary.org/wiki/p%C3%A2querette;0;0
rangée;f;Anglais : rank (en) row (en), file (en), line (en), run (en), sequence (en) ;https://fr.wiktionary.org/wiki/rang%C3%A9e;0;0
râteau;m;Anglais : rake (en) ;https://fr.wiktionary.org/wiki/r%C3%A2teau;0;0
rosé;m;Anglais : ;https://fr.wiktionary.org/wiki/ros%C3%A9;0;0
souris;f;Anglais : mouse (en) mouse (en) ;https://fr.wiktionary.org/wiki/souris;0;0
taupe;f;Anglais : mole (en) mole (en) taupe (en) ;https://fr.wiktionary.org/wiki/taupe;0;0
terrain;m;Anglais : terrain (en) ;https://fr.wiktionary.org/wiki/terrain;0;0
terre;f;Anglais : earth (en) earth (en) dirt (en), soil (en), ground (en), earth (en) land (en) land (en) earth (en) earth (en) Earth (en) ;https://fr.wiktionary.org/wiki/terre;0;0
terrier;m;Anglais : burrow (en) terrier (en) ;https://fr.wiktionary.org/wiki/terrier;0;0
tige;f;Anglais : stem (en)  stipe (en), stalk (en) rod (en), stalk (en) shaft (en) ;https://fr.wiktionary.org/wiki/tige;0;0
ver;m;Anglais : worm (en) ;https://fr.wiktionary.org/wiki/ver;0;0
portière;f;Anglais : doorwoman (en), doormaid (en), doorkeeper (en), gatekeeper (en), bouncer (en), hall porter (en) portress (en), doorkeeper (en) car door (en)  door (en) ;https://fr.wiktionary.org/wiki/porti%C3%A8re;0;0
billet;m;Anglais : note (en), billet (en) ticket (en) post (en), posting (en), entry (en) ;https://fr.wiktionary.org/wiki/billet;0;0
farce;f;Anglais : stuffing (en) farce (en) farce (en) antic (en) prank (en), practical joke (en) ;https://fr.wiktionary.org/wiki/farce;0;0
